iteration,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
571,"{'num_layers': 2, 'units_per_layer': 63, 'activation': 2, 'learning_rate': 0.011437548120404697, 'batch_size': 256, 'dropout_rate': 0.5309804797447037, 'l2_reg_strength': 0.007178059427687232}",bayesian,0.6006692876815796,0.5086993174552917,84.46666666666667,86.2,10.403199911117554,7142.867948770523
572,"{'num_layers': 2, 'units_per_layer': 85, 'activation': 1, 'learning_rate': 0.0009448837299765863, 'batch_size': 256, 'dropout_rate': 0.5808303318089083, 'l2_reg_strength': 1.95361425095175e-06}",bayesian,0.947498994509379,0.6940058078765869,67.9,81.8,9.998562812805176,7152.866511583328
573,"{'num_layers': 1, 'units_per_layer': 41, 'activation': 3, 'learning_rate': 0.23919859593901124, 'batch_size': 16, 'dropout_rate': 0.24564309049257266, 'l2_reg_strength': 2.538681851626057e-05}",bayesian,0.342833704739809,0.40596898674964904,91.0,88.6,13.438451290130615,7166.304962873459
574,"{'num_layers': 1, 'units_per_layer': 99, 'activation': 2, 'learning_rate': 0.012085747003283936, 'batch_size': 32, 'dropout_rate': 0.13235101487477774, 'l2_reg_strength': 2.0723024431619875e-06}",bayesian,0.14053901891907056,0.32050330376625064,96.2,90.6,12.255937099456787,7178.560899972916
575,"{'num_layers': 2, 'units_per_layer': 105, 'activation': 3, 'learning_rate': 0.001022048369311114, 'batch_size': 128, 'dropout_rate': 0.11338550302749306, 'l2_reg_strength': 5.057285689250618e-07}",bayesian,0.5143136030832927,0.5491358613967896,88.76666666666667,86.6,10.891252994537354,7189.452152967453
576,"{'num_layers': 2, 'units_per_layer': 98, 'activation': 3, 'learning_rate': 0.04691442945377936, 'batch_size': 32, 'dropout_rate': 0.10665606925069505, 'l2_reg_strength': 6.503217436031091e-07}",bayesian,0.255459446310997,0.3562194972038269,93.16666666666667,90.8,12.700283527374268,7202.152436494827
577,"{'num_layers': 2, 'units_per_layer': 61, 'activation': 2, 'learning_rate': 0.016932062049177334, 'batch_size': 256, 'dropout_rate': 0.5747545290091487, 'l2_reg_strength': 0.006592702431456013}",bayesian,0.7004905144373575,0.5352085013389587,81.06666666666666,84.2,10.486514568328857,7212.638951063156
578,"{'num_layers': 4, 'units_per_layer': 99, 'activation': 2, 'learning_rate': 0.10550012358128283, 'batch_size': 32, 'dropout_rate': 0.08738868156208635, 'l2_reg_strength': 8.407131687830068e-06}",bayesian,0.198461421897014,0.3053010226488113,93.73333333333333,91.2,13.650990009307861,7226.289941072464
579,"{'num_layers': 2, 'units_per_layer': 100, 'activation': 2, 'learning_rate': 0.00013637918790718732, 'batch_size': 16, 'dropout_rate': 0.5653873326834901, 'l2_reg_strength': 0.0007195864071260692}",bayesian,0.5305909171104431,0.40333482825756073,83.56666666666666,89.2,14.62744426727295,7240.917385339737
580,"{'num_layers': 3, 'units_per_layer': 83, 'activation': 2, 'learning_rate': 0.0009476038809165931, 'batch_size': 64, 'dropout_rate': 0.5303579328903624, 'l2_reg_strength': 0.005513529035704297}",bayesian,0.5281011110941569,0.43997734880447387,83.8,85.6,11.771665334701538,7252.6890506744385
581,"{'num_layers': 2, 'units_per_layer': 60, 'activation': 2, 'learning_rate': 0.0002586572225821951, 'batch_size': 256, 'dropout_rate': 0.49906284089494946, 'l2_reg_strength': 1.864833060016147e-05}",bayesian,0.5846872296333313,0.5025510444641114,85.06666666666666,87.2,10.637538194656372,7263.326588869095
582,"{'num_layers': 2, 'units_per_layer': 101, 'activation': 2, 'learning_rate': 0.05740073403174846, 'batch_size': 16, 'dropout_rate': 0.2508739151367666, 'l2_reg_strength': 0.00044657331187350887}",bayesian,0.2478297601789236,0.4131564676761627,92.2,87.6,15.123300075531006,7278.449888944626
